marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,42001151,R368H8OH0CMKUY,B00005O0MZ,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,Beauty,1,2,3,N,Y,already broke,i have only had this for alittle over a month and it broke today. will never buy another one from here.,2/4/2014
US,10447893,R2G4SPSNHO32X4,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,5,1,1,N,Y,like it,I like it because it is not a noisy hair dryer. It works fine and does have a comfort touch.,2/4/2014
US,27303295,RFTGRA6S2VSAD,B001UHN0OA,396337866,extracompact twinturbo 3500 2000 watt compact professional hair dryer,Beauty,1,1,1,N,Y,It worked great for about 4 weeks then it burned.,"This hair dryer is powerful and does an excellent job. However, I bought one for my wife which I received on January 7th 2014. My wife used it 4 times and then it burned. Literally there was smoke coming from the back of the unit and it stopped working. I contacted Amazon and they are sending a replacement unit. It could be that the unit was defective and the replacement will last longer. But, my rating will stay as 1 star until we can proof otherwise.",2/3/2014
US,25739504,RRSNKLUA4IL4X,B0008ENT8I,868768702,"proversa jwm6cf wall caddy hair dryer with 2-speed and 3-heat settings, 1600-watts, white finish",Beauty,5,1,1,N,Y,Small yet powerful,I did a lot of research. This is the narrowest one. The 2 speed 3 heat settings are great. Very nice for a small space.,2/3/2014
US,47899704,R1QGDL5QQZJLDP,B0027SU9JU,918034537,revlon 1875w volumizing turbo hair dryer,Beauty,5,1,1,N,Y,Excellent for no-frizz curly hair,"I have medium length, fine curly hair and needed a low setting and warm air and good diffuser that won't sit right on your hair...check, check and check. Perfect for drying while not blowing your hair around so to break the curl or cause frizz. And it's lightweight..a real gem.",2/2/2014
US,42066939,R202KXNUUXDP38,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,Beauty,5,1,1,N,Y,Best hair dryer,This is the best hair dryer I have had so far.  It dries great and doesn't make weird noises or show sparks or do any of the weird scary thing some of my others have.,2/2/2014
US,17281531,R3179D5X87LQF1,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,4,1,1,N,Y,Good product.,This item is a very good product. The price is right for this Dryer. Ergonimics make it easy to use and hold.,2/2/2014
US,18630496,R1JKIAEB6ZXBDU,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,Beauty,5,1,1,N,Y,Exactly what I wanted!,Our blow dryer died recently. Panic!! But we just didn't have the opportunity to hunt around in local stores to find a replacement for the one we'd had for so long. I took a chance and looked on Amazon and there it was ... the exact one we wanted! It has a lot of power and we're very pleased with it.,1/31/2014
US,13568685,R1OAGYTQAOTRWS,B007ROD3O2,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",Beauty,5,2,2,N,Y,So far so good!!,So far so good!! I've had it a few weeks now and it's still working good. Blowing really hot. Quick dry time.,1/31/2014
US,30535277,RQCY2L7AID2K9,B004YZMKKU,258419037,"john frieda(r) jf1r 1,875-watt hair dryer",Beauty,5,1,2,N,Y,great blow dryer,I love this blow dryer for a couple of reasons:<br /><br />1.  It has a super long cord which is awesome<br />2.  It had not only high and low but you can adjust the heat level as well.<br /><br />There are some things I don't like as well:<br /><br />1.  It is a little heavy but nothing that would sway me from buying again<br />2.  The buttons are in a bad spot and I occasionally bump them.<br /><br />I would definately recommend.,1/30/2014
US,51031751,R3BSFUHJTHCZS6,B0002G214U,685652978,conair soft bonnet hair dryer 1 ea,Beauty,1,1,1,N,Y,i SO wanted to like this :(,"but i don't. the biggest thing is that it just doesn't dry. i put it on and then take my sweet time putting on makeup so that this thing has plenty of time to do its thing, but my hair comes out about as wet as if i'd wrapped it in a microfiber towel for a few minutes (which is to say, maybe 10 percent dry--not dripping, but definitely wet and not damp). there are other things i don't like about it, such as the hose doesn't fasten to the cap, just rests in the opening without any kind of clip or click or anything, which means paying attention to how much i move around to be sure the hose doesn't fall out of the cap; or that the hose is so short that the base has to be sitting pretty close to me the whole time. for now, i'll stick with my hard-bonnet dryer on a floor stand. doesn't allow for much mobility, but it's way more effective at actually drying.",1/29/2014
US,50889142,R372AL3CP493DM,B0089TDTWK,187812876,conair 1875-watt ionic conditioning pro style hair dryer,Beauty,2,4,7,N,Y,Design flaws,"First I will say that it dries hair just like any other hair dryer so I guess it does what it's supposed to do.  But, the use of toggle switches for power and temperature right on the handle instead of a sliding switch seems like poor planning at best.  Every time I change hand positions I'm accidentally turning it off or moving it from hot to warm.  The only way to avoid doing that is to not put your hand around the inside of the handle - I've dropped the dumb thing on the floor more times than I can count while trying to avoid turning it off!  All other dryers I've ever used have switches that slide up or down and only move when you want them to, not just if you accidentally touch it.  And the cord is very short as well - much shorter than any I've had in the past.  This dryer will be going to &#34;back-up&#34; status as soon as I get a better replacement.",1/28/2014
US,40517745,R829MN5N1AACP,B002BFX6EO,391944105,sedu revolution professional hair dryer (4000i),Beauty,5,208,214,N,Y,Great Blow Dryer! You won't regret this purchase,"This is a GREAT dryer and my review will compare the Sedu Revolution 4000i with the Harry Josh Pro Dryer 2000.<br /><br />When the Harry Josh 2000 dryer came out I was dying to buy it but just couldn't justify the price. I was in desperate need of a good dryer (since I straighten my hair almost every day).  After lots of research and reading reviews on every single dryer out there, I decided to go with the Sedu Revolution TGR 4000i. Especially since it was chosen by Harry Josh himself as HIS FAVORITE DRYER (obviously before he developed his own dryer)…so I figured the Sedu was a great choice. I've loved this dryer since day 1. Love it. But…I still had my heart set on the Harry Josh dryer. I figured it would be even better than the Sedu and somehow cut my dry time to mere seconds :)<br />I finally justified the purchase of the Harry Josh by telling myself that my Sedu would be my travel / back up dryer. After all, everyone needs an emergency blow dryer!<br /><br />So the Harry Josh dryer arrives and I immediately notice it's the same exact body casing as the Sedu. Even the attachments are exact and fit on both dryers. EVERYTHING and I mean everything right down to the cord length, switches, markings and body size were exact. Even the motor sounds exactly the same when turned on. The only difference I can see is that one is mint green and one is black.<br />Now I admit, I don't know what kind of motor each one has, but it seemed strange to me that Harry's new $250-300 dryer appears to be the exact same machine as his once beloved &#34;favorite dryer.&#34; So I decided to perform my own dry test and see which one, if any, dried my hair faster and made it smoother.<br /><br />I tested for six total days. For three days I dried with the Sedu and for three days with the Harry Josh. I alternated days to account for weather, humidity in the air, more or less product applied, etc.<br /><br />On all six days I followed the same exact routine (water temp / shampoo / conditioner / other hair product)<br /><br />Here's what I found:<br /><br />The Sedu Revolution dried my hair approximately one to two minutes faster than the Harry Josh on all days. On average, using the Sedu, it took about 5:30 min to get my hair dry and approx 7 minutes to dry it with the Harry Josh.<br /><br />The Harry Josh DID make my hair a slightly smoother, but nothing really earth shattering.<br /><br />I decided to keep my Sedu and return the Harry Josh.<br /><br />Note: My hair is slightly longer than shoulder length, curly, fine, and a little frizzy. It's also color treated.<br /><br />So all in all, I highly recommend the Sedu Revolution TGR 4000i dryer. Even though it's expensive it's totally worth it if you straighten your hair a lot. I'm thrilled with mine.r / other hair product)<br /><br />Here's what I found:<br /><br />The Sedu Revolution dried my hair approximately one to two minutes faster than the Harry Josh on all days. On average, using the Sedu, it took about 5:30 min to get my hair dry and approx 7 minutes to dry it with the Harry Josh.<br /><br />The Harry Josh DID make my hair a slightly smoother, but nothing really earth shattering.<br /><br />I decided to keep my Sedu and return the Harry Josh.<br /><br />Note: My hair is slightly longer than shoulder length, curly, fine, and a little frizzy. It's also color treated.<br /><br />So all in all, I highly recommend the Sedu Revolution TGR 4000i dryer. Even though it's expensive it's totally worth it if you straighten your hair a lot. I'm thrilled with mine.",1/27/2014
US,33649451,R2W25LAHJLD673,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,4,7,8,N,Y,"Very good, one small issue","This replaces a Revlon ionic, ceramic unit that has worked well for several years. This unit is smaller, lighter, just as powerful and much quieter. The only minor gripe is the thumb-slide switches are a little tough to use. Not insurmountable, but if the ribs on the slider were a bit taller, this would be a non-issue. I like the black finish...it is a rubber-like non-skid. This helps keep it from slipping off the counter. All in all, a pretty good unit. BTW, this unit does emit ions and they cannot be switched off.",1/27/2014
US,52671821,RBRC4YKWH6V8D,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,3,2,3,N,Y,Works fine but the switches are fiddly,"This is an ordinary hair dryer, and it works fine.  Not too heavy or inconvenient in any way except those switches which are kind of &#34;fiddly.&#34;  They have a loose, cheap feel, but it's not really a big problem.",1/26/2014
US,3715270,R13H6CZX6FAN8Z,B0043W2C48,630355634,br beauty meredith 880w salon hair dryer with casters,Beauty,3,1,4,N,Y,just ok,"What I really hate is the strong bell when the timer is over..right in your ears, not fun at all.",1/26/2014
US,38239831,R2JFKTKODSLJ3P,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,Beauty,5,1,1,N,Y,my favorite little dryer,I can't find this at my local store anymore and I just love it... so glad i found it here and bought this as a backup.  Works well and seems to last a long time. Have had about 4 of them so far over the years ... wouldn't use anything else if i can help it.,1/24/2014
US,51187222,RV0G7ZWDAY29Y,B006FLC09W,316756803,infinity pro by conair 1875 watt hair dryer - purple,Beauty,1,2,3,N,Y,too powerful,Low speed is not very low.  It blows away my hair.  Had to go back to old hair dryer.  Very disappointed.,1/24/2014
US,34593250,RLT0X203PM3O8,B00440ZZKW,734632472,t3 featherweight journey travel hair dryer,Beauty,3,2,2,N,Y,It's OK,Only lasted about a year and then burned up.  It is only used once a day or so and you would think it should last longer.,1/22/2014
US,29977825,R3B2PRMINOORJ0,B008OEZ0N6,153523919,"pro beauty tools pbdr5886 professional travel hair dryer, white and black",Beauty,5,1,1,N,Y,great deal and compact,Love the travel hair dryer. It folds down to take up less place. The diffuser works great with my curly hair and it has hot/cold air options.,1/22/2014
US,42433000,R19FP32CUB64P2,B002MHW4MG,415529274,travel smart by conair dual voltage 1200 watt folding hair dryer,Beauty,5,2,2,N,Y,Great little travel hairdryer,"Can't believe how small and yet powerful this little thing is!  Best travel hairdryer ever thanks to the ultra compact size and low wattage.  Will be perfect for our trip to Europe.  Wife used it a few times to see how it worked and she is &#34;blown away&#34; (excuse the bad pun).  It really is all you could want in a travel sized hair dryer and you won't believe how small it is, but don't let that scare you away!",1/22/2014
US,49877308,R1WGH3A0RWO8EU,B00BT7UNLY,407404113,panasonic nano-e nano care hair dryer eh-na95 | ac100v 50-60hz (japan model),Beauty,5,5,5,N,Y,Best hair dryer ever!,"I love this hair dryer.  It dries my hair fast, and makes my hair very shiny and straight.  I used to use Revlon hair drier from drug store which is about $15.  Revlon hair dryer usually stops working after one year from purchase and makes my hair very dry and unhealthy.  This Panasonic hair dryer is a little pricy compared to regular dryer you can get from drug store but you get what you pay for.  It's worth it.  The finish of the body prevents your fingerprints to stick even though you have hair cream or hand cream on your hand so you can keep the beautiful appearance of the dryer. I feel my hair has been healthier and shinier with this.  I highly recommend this product.",1/22/2014
US,24957862,R1E79UO4OYYVWS,B0089TDTWK,187812876,conair 1875-watt ionic conditioning pro style hair dryer,Beauty,5,3,3,N,Y,Love my new hairdryer,"I love this brand and model of hairdryer. I had a blue one exactly like this for about 5 years, and it was the most durable hairdryer I've ever had. I would say this one was not as hot as my last, but still a very decent hairdryer. I would definitely recommend!",1/21/2014
US,9880576,R20CZRIZ0B2BHI,B007T70X0Y,535977674,hsi professional hair dryer d-2200 with turbo ionic and infrared technology,Beauty,2,4,9,N,Y,Broke in less than 8 month,"Got this for the wife, who uses it once/ twice a week. For a while she was happy with it, but then it started work intermittently with the heat cutting off and then it completely stopped heating up. We had had many blow dryers in the past and they usually last a couple of years, even the cheap ones, so its pretty disappointing for a 'professional' grade product to last less than a year in a light use household environment.",1/18/2014
US,11807815,R1RL9W6ETMFLLK,B0009XH6V4,670161917,andis micro turbo hair dryer,Beauty,2,1,1,N,Y,Color changes product,I ordered this hair dryer for an upcoming European trip.  I chose the black colored dryer over the white and got a different product.  The black is only for USA use and is lower voltage than the white.,1/18/2014
US,14941927,R2ZEB5SYVOQSY4,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,Beauty,5,1,1,N,Y,Love this dryer.,This is my second vidal sassoon dryer.<br />I bought a second one for travel.<br />I like the fact that it has 3 heat and 2 speed settings.<br />I may just get another for future use.,1/18/2014
US,46211934,R6ZBOVFFF93Y2,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,5,1,1,N,Y,Good.,At this point I've had this hair dryer for over a year. I don't have any complaints it' works well. I blow dry my hair about 5 days a week.,1/17/2014
US,37417792,R1T4DEEQBQF6EA,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,Beauty,5,1,2,N,Y,Good Hair Dryer,"I bought this dryer for travel but  I am using it regularly at home.  It's good weight although it's not lighter than my 'regular' dryer.  I had hoped for a little less weight but I like it anyway.  I also noticed that it is far quieter than my old dryer.  Although not essential, it was good to find something besides black...why are colors so hard to find?  This is definitely a 'thumbs up&#34; product.",1/17/2014
US,2475808,R3MPAAS0OL93Z1,B00BT7VOI0,407404113,panasonic nano-e nano care hair dryer eh-na95 | ac100v 50-60hz (japan model),Beauty,5,2,3,N,Y,like it,very good i really like it also used for facial which is amazing. kinda expensive. but worth the money haha,1/16/2014
US,10585917,R2C1X7MFGO0TKP,B007ROD3AG,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",Beauty,1,2,6,N,Y,Bonnet Style Hood Hair Dryer,As I tolld you before.  This item came broken and had to trash it.  Haven't the foggiest if it was any good or not.,1/16/2014
US,12325112,R20S1BJ82US9RN,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,5,1,1,N,Y,Best dryer,"I am on my second one of these, I love them so much..I had the original for five years and it started to make a little noise..didn't want to be without one, so I ordered a second,..my best friend is still using it and I have my new one.",1/15/2014
US,14995872,RMGLR5WRZAFZ1,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,5,1,1,N,Y,Great Dryer,This dryer is different than any dryer I have had before. First off its very light. Second it doesn't ruin your hair like normal dryers do with high heat. This still produces heat but not like the old dryers that will burn your hair off.,1/15/2014
US,25680882,R23AV0ZUDVO9RW,B001QTW2FK,328811288,conair minipro tourmaline ceramic styler / hair dryer; pink,Beauty,1,7,8,N,Y,Product stopped working after using it only 2 times,"Don't buy, product stopped working after using it only 2 times...waste of time and money...very disapointed...had good reviews but certainly didn't live up to them..",1/15/2014
US,29963016,R1X0D5OJDA6R1L,B00016KMIS,983445543,sunbeam/oster 1500 watt wall mounted hair dryer.,Beauty,4,1,2,N,Y,So convenient ...,"I have used this hairdryer many times in many hotel and have always been pleased.<br />It's comfortable, looks sharp, and has different settings.<br />I bought 1 for each bathroom in my new home - near the beach.  Family and friends will have the<br />convenience of not having to travel with a hairdryer.",1/14/2014
US,20863071,R3VEO6HC10EV9G,B00005O0MZ,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,Beauty,2,1,1,N,Y,Has some issues,"This hair dryer is heavy. And pretty huge. Also, it's hard to hold it by the handle because the rocker switches for power and heat are in the way of your fingers, so you have to practice in order to not change the settings during use. When set on hot/high, the velocity of the air is very good, but it's not hot at all -- the air is barely warm -- which is fine for drying, but certainly not good for styling. It did minimize my static flyaway hair, but since I had to use my old &#34;hot&#34; dryer to style, I lost that benefit and had to add leave-in conditioner to de-electrify my hair. The price was good, hence the two stars, but I don't recommend. Probably better for short hair.",1/14/2014
US,4157863,R20UXPE3CQXPCE,B000R858R0,664218299,conair the power of pink ionic hair dryer,Beauty,5,1,1,N,Y,love this hair drier!,Bought this to replace my (extremely) old dryer. This thing is fantastic. It now only takes me 10 minutes to dry my hair (after its air dried for a while but still) and gotta love aa product that supports such a good cause.,1/14/2014
US,48335827,R2WHAVYGC70FNF,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,5,1,1,N,Y,This is a really good blow dryer.,"I needed a fast blow dryer that wasn't too expensive or really loud. This one did the trick. I've had it for awhile now and it's really held up. With me and my three teenage daughters using it, that's really saying something.",1/14/2014
US,13317519,RSZ3TZPEYG5SE,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,Beauty,5,33,33,N,Y,Works like a charm!,"I considered shelling out some serious cash to buy a high end blow-dryer but then I realized that's stupid...and I'm cheap, so I bought this instead and I honestly could not be happier!  I have long hair (like to the middle of my back) and it's pretty thick and this dryer dries my hair in under 10 minutes.  My last dryer took FOR.EV.ER so to avoid getting stared down by my husband and watching the hate build in his eyes because I was taking so long to get ready and thus withholding whatever meal we are trying to go eat from him, I would just not bother drying and curling my hair and instead would just rock my natural fro but with this new dryer I can do my hair and still get out of the house quickly (relatively, anyway).<br /><br />I recommend this dryer highly!  No need to waste your hard earned cash on a high end dryer; this one does the job!",1/14/2014
US,14284100,R1HSU6UQ18VO9W,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,2,4,4,N,Y,Not a good buy,This hairdryer did not hold up well.  The attachments do not stay on very well and the plastic around the handle is peeling off.  I would not recommend.,1/14/2014
US,15494287,R16TCLLAIARO6E,B00APV7OWG,443954263,onei mk-ii air ionique hair dryer with ionic generator for professional blowouts,Beauty,1,2,5,N,Y,Died in 4 months,"I like the hair dryer itself, while it was working.  Mine lasted 4 months and completely died.  Now I have to figure out how to return it, because it says I am past my return period on Amazon and can't return it here.  Would not do this again because it is too much of a hassle!",1/13/2014
US,22637121,R2PKMOII7PMAB2,B000R80ZTQ,486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black",Beauty,5,2,2,N,Y,My new favorite hair dryer,"I love this hair dryer!  It is quiet, there are 3 temperature settings, hot/warm/cold, and 2 speed settings.  I love the retracting cable, which allows for easy uncluttered storage.  I did have to get used to holding it securely while I pressed the button on the side to retract the cable, though, dropping it the first time, because I didn't have a good hold on it.  I had really long hair when I first got it, and then I cut my hair super short recently, so I have yet to figure out how the diffuser works.  I can't wait to try it for some wavier locks once my hair grows out.  This is definitely a good price for a great product!",1/13/2014
US,23198713,R3DM6ZYZ8P9LSO,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,5,1,1,N,Y,Size  Really a 4.5 star rating.,"I was looking for a travel hairdryer.  This is the ONLY hairdryer that I could find that had the retractable cord.  That does making packing much nicer along with the folding handle.  The handle just pulls down and pushes back up easily.  No buttons etc.  It does stay in place when using it.  Super duper drying power!<br />Product Dimensions: 4.1 x 8.1 x 6.1 inches ; 1.6 pounds<br />That said it is bigger and heavier than I wanted for travel but getting smaller like I have had in the past (and can't find) didn't work nearly as well.  I am one half star down because the size seems large for travel which would be the point of the design I would think.<br />All in all, its a great dryer and the best I have found for travel and function.",1/12/2014
US,49202438,R18HKCC4AQOO3M,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,Beauty,5,3,3,N,Y,Vidal Sasson Hair Dryer,I've had 2 Conair dryers which have failed me in the last couple of years....This has ION select so you can use this feature if you want or turn it off.,1/12/2014
US,43177329,RWCPV7KABPH7G,B001UE7D2I,127343313,andis 1875-watt tourmaline ceramic ionic styling hair dryer,Beauty,5,1,1,N,Y,Excellent for curly 3A --4B type hair,"This dryer is so easy to handle, dries your hair quickly without drying it out (like regular blow dryers do).  It also gets your hair pretty straight, so you only have to go over it with a ceramic flat iron for a more intense shine or control of the ends of your hair (curl or flip or bend, etc...)",1/12/2014
US,51310119,R1N657CTMD8MJI,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,5,2,2,N,Y,great hair dryer,This is a terrific unit. It has separate heat and power adjustments.  Can be strong or gentle. Dried my thick medium length hair in 3 minutes. Every bit as good as units costing 4x as much. Why would you buy anything else? My previous Conair lasted over 10 years.,1/12/2014
US,14359243,R5ABJMWIJXH2Q,B003TJBI64,218800429,turbo power megaturbo 3000 professional hair dryer,Beauty,1,4,6,N,Y,its a beautiful dryer not hot enough,Because the blower dryer is not 3000wAtts is only 1800watts. And for the type of hair I work is not strong.,1/11/2014
US,32916534,ROZYP22NHN258,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,5,1,1,N,Y,"great price, great product...","I used to have a Babyliss (Conair's high-end line) and it started giving me problems roughly 4 weeks into having it. After a while I got fed up with the Babyliss and decided to purchase this well-rated hair dryer.<br />I like that there are three temperature settings, good air flow, and two attachments for channeled or diffused air. I have curly hair, so I use both attachments and are happy with their performance. Another great thing about this product is that I can feel safe that the intake side won't suck up my long hair and result in unfortunate hair loss. The mesh is good quality and in a tight configuration. The intake is also very easy to ope/close, which makes it easy to clean out any dust that may accumulate overtime. Whenever I clean the intake, I feel like my hair dryer is new since the air flow is so good after cleaning.<br />I have had this hair dryer for over a year and would repurchase it for the price and functionality.",1/10/2014
US,22716873,R1JH24PMY40OGH,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,Beauty,4,1,2,N,Y,SIMPLE DYER=FOR$ FINE,FOR THE MONEY ITS FINE…KIND OF SMALL. POWERFULL. DESIGN AND COLOR ARE GREAT.CORD IS SHORT TOO…DONT BE FAR FROM OUT-LET,1/10/2014
US,22216336,R2VVU4KTS9T8JB,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,Beauty,5,1,1,N,Y,great,has different settings for temperature and power. works great so far and comes with the extra parts (which i haven't yet used).,1/9/2014
US,14514800,RB0TI7HZXI1E0,B0009XH6V4,670161917,andis micro turbo hair dryer,Beauty,5,1,1,N,Y,EXCELLENT LITTLE HAIR DRYER WITH BIG PERFORMANCE!,"Was looking for a small, lightweight hair dryer and this fits the bill perfectly.  Easy to handle and store and enough power to get the job done.  Very pleased and satisfied with this purchase!",1/8/2014
US,41900955,R277601M6GHWTS,B001CK23P2,66259499,hot tools salon hair dryer (model: 1059),Beauty,5,1,1,N,Y,Amazing,"I got this as a Christmas gift in 2013 and LOVE IT!!!!  easy to assemble, not really loud, and super convenient because you can set it up any where in the house.  not restricted to sitting at a table to get your hair done.",1/8/2014
US,13966699,R4ZSBJOD8TM30,B00APV7OWG,443954263,onei mk-ii air ionique hair dryer with ionic generator for professional blowouts,Beauty,5,1,1,N,Y,Very happy with this purchase!,"I have spent the past few months researching several different hair dryers and finally decided on this one. I'm so glad I did! I have super thick, coarse, long, wavy/curly hair and have been using a cheap drugstore dryer for the past several years. I'm not sure why I never realized that a good hair dryer could make such a difference, but I really wish I had figured it out sooner! I learned this lesson a few years ago when it comes to hair straighteners; I have the T3 Mane Tamer that I absolutely adore. So, I started there. T3 has a few different dryers, all with positive ratings, and all VERY expensive. I wasn't convinced that it would be worth it to spend that much. I read through tons of reviews for this Onei hair dryer and was happy with the positive reviews and the price. It arrived quickly and I couldn't wait to get it out of the box and use it! Normally, I spend a good half hour to 45 mins just getting my hair dry--not blowing it out, not using any brushes or styling tools/techniques, just getting it dry so that I can use my flat iron. The result (before flat ironing) is what I like to call my &#34;white girl afro&#34;--it is big, it is fluffy and it is crazy!<br />After reading some reviews and Q&As, I switched on the negative ion button, got my round brush and went to town. I could not believe how smooth my hair got just from blowing it dry. My technique was sadly out of practice and I did end up using my flat iron on a few spots, but I think that was entirely user error and expect it to get better with a little practice. I really believe that, once I get used to blowing my hair out again, I will be able to dry and style my hair with no flat iron required!!<br />My hair was so smooth and VERY shiny in the end, I was so happy with it. The dryer itself is lightweight and comfortable to hold and use and I love all the options it has with heat/cool, fan speed, etc. The buttons are perfectly located for my taste, not in the way at all and no risk of accidentallypushing buttons while using. I also love that there is both a cool shot (if you just need a quick blast of cool air) and a cool temperature setting (for when you want cool air for an extended period of time). I was also really impressed with how quiet this dryer is. When I first turned it on, it actually made me a little nervous because it was so quiet and I was afraid it wouldn't be very powerful, but that is definitely not the case--plenty of power without all the noise.<br />I am very, very happy with this hair dryer and would absolutely recommend it.",1/8/2014
US,22449601,R332G0DZJCPPWR,B00016KMIS,983445543,sunbeam/oster 1500 watt wall mounted hair dryer.,Beauty,5,1,1,N,Y,Love it,We had one previously that last for years!  Glad that we found the same to replace it.  Hope this lasts as long as the last one.  Works fgreat!,1/7/2014
US,8570809,R1VU0P6W8S0AGR,B007ROD3O2,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",Beauty,5,2,4,N,Y,Professional Bonnet Style Hood Hair Dryer,"This hair dryer is everything I hoped it would be.  It is simple to use and does the job.  I have my hair professionally colored and highlighted.  I have used blow dryers, hot curling irons and hot rollers for many years but the curl and body I get from hair rollers and this dryer is way better and stays curly longer.  My hair actually feels like it did when I was younger.  My only complaint is the dryer came with a broken clip that holds one wheel (of the stand) on and no instruction booklet for use.  I would like to have these things, if possible.",1/7/2014
US,31597494,RZIQSIJD1FKOJ,B002BFX6EO,391944105,sedu revolution professional hair dryer (4000i),Beauty,5,1,1,N,Y,"Expensive, but worth it!","I wasn't sure about spending so much on a hair dryer. I normally just buy the ones at the drug store. This one was recommended to me since my hair is fluffy. It has an extra long cord and a cold shot too. It dries my hair without burning it, and keeps the frizz down without having to use a ton of silicone oil finishing product. I would highly recommend.",1/7/2014
US,13764683,R29T01YZFOOFSN,B0009XH6V4,670161917,andis micro turbo hair dryer,Beauty,5,1,1,N,Y,It's perfect,"Wattage not too high and just the right size.  It's small enough to tote to the pool in my gym bag, but large enough to do a great job at home, too.  I have had it a couple of years now.  It looks like it might continue to work--unlike so many other electrical products in this day and age of globalized manufacturing.  I cannot tell you hiow much money I spend just trying to get away from products made by slave labor!",1/6/2014
US,48460064,R3KLUAJU2SY2OO,B007ROD3AG,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",Beauty,5,1,1,N,Y,Wow!,"Hair gets dry fast! I have long hair, below my shoulders but above waist.  It takes me 35-40 minutes (I have fine textured hair).  The temperature never feels too hot but it does the job, even at its highest level; and there is barely any sound coming out of this hair dryer!  One can literally talk on the phone or what TV while under this dryer.  One of the pieces, the hinged hood, broke during shipping, but the company responded quickly and promised to ship it.  But I did not wait, I used super glue so that i could go ahead and start using it.  It works just fine!",1/5/2014
US,23767269,RYSL0C5I9S1MO,B00BB8ZIW0,253917972,remington silk ceramic professional hair dryer,Beauty,3,2,3,N,Y,Can not use in 220V countries,"I like this unit after reading product description. I ordered it. I have to travel to countries where we have 220Volt power supply and I purchased a special voltage converter for hair dryers only.<br /><br />When I received it and read the safety guidlines in the note inside the package, I came to know I can not use this product with extension wires or with voltage converters. So this beautiful looking piece is no more good for me :(",1/5/2014
US,25268594,R365T7OUBAUFL6,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,5,1,1,N,Y,Excellent Dryer For Fine Hair,"This dryer leaves all the shine and body in fine hair without sacrificing drying time. It's evident now that the previous expensive, super powerful, tourmaline dryer was blowing the body and shine out of the hairstyle. Many bad hair days blamed on aging/change of life that were actually caused by the too powerful dryer.<br />With absolutely no changes to hair drying routine or styling products all hair drying sessions have produced good hair days. A most pleasant surprise to recapture more youthful hair.<br />This dryer is much quieter than the previous one. The brushed finish and brown body/pink accents feel good to the touch and pleasing to the eye.",1/5/2014
US,37519608,R1FL5NW7L3X04F,B00016KMIS,983445543,sunbeam/oster 1500 watt wall mounted hair dryer.,Beauty,5,2,3,N,Y,Love it!,"I purchased one for each person of my family and my sister has four bathrooms in her house.  She was so impressed with it, she wanted to order three more, so I surprised her and got them for her.  They are the best on the market :-)  I would purchase again.  We did put one in our 5th wheel bathroom also.",1/5/2014
